score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
226,The Unoccupied Mission Fields of Africa and Asia,Samuel M. Zwemer,https://archive.org/download/bwb_S0-CUJ-224/bwb_S0-CUJ-224_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1911
225,the unoccupied mission fields of african and asia,samuel m. zwemer,https://archive.org/download/unoccupiedmissio0000samu_w5d4/unoccupiedmissio0000samu_w5d4_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1911
224,Raymund Lull First Missionary to the Moslems,Samuel M. Zwemer,https://archive.org/download/raymundlullfirst0000samu/raymundlullfirst0000samu_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1902
223,A Moslem Seeker After God:,Samuel M. Zwemer,https://archive.org/download/moslemseekerafte0000samu/moslemseekerafte0000samu_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1920
222,"Hymns of the Nativity, and other pieces",Horatius Bonar,https://archive.org/download/hymnsnativityan00bonagoog/hymnsnativityan00bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1879
221,The New Jerusalem: A Hymn of the Olden Time,Horatius Bonar,https://archive.org/download/newjerusalemahy00bonagoog/newjerusalemahy00bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1852
220,"Light And Truth The Old Testament, Bible Thoughts And Themes, By Horatius Bonar",Horatius Bonar,https://archive.org/download/light-and-truth-the-old-testament-bible-thoughts-and-themes-by-horatius-bonar/Light%20and%20Truth%20-%20The%20Old%20Testament%2C%20Bible%20Thoughts%20and%20Themes%20-%20By%20Horatius%20Bonar_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1869
219,God's Way Of Holiness,Horatius Bonar,https://archive.org/download/gods-way-of-holiness/God's%20Way%20of%20Holiness_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1864
218,The Life and Times of Jesus the Messian Vol 1,alfred edersheim,https://archive.org/download/lifetimesofjesus0001unse_p4j1/lifetimesofjesus0001unse_p4j1_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1897
217,The Two Religions of Israel: With a Re-Examination of Sacred Law and Worship,Alfred Edersheim,https://archive.org/download/the-two-religions-of-israel-with-a-re-ex/The_Two_Religions_of_Israel_With_a_Re_ex_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1880
216,"The life, martyrdom, and letters of Laurence Saunders, extr. from Foxe's Book of martyrs by T. Hill",John Foxe,https://archive.org/download/lifemartyrdoman00foxegoog/lifemartyrdoman00foxegoog_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1858
215,"Martyrologia; or, records of religious persecution : being a new and comprehensive book of Martyrs, Volume 3",John Foxe,https://archive.org/download/Martyrologia--RecordsOfReligiousPersecutionVol.3JohnFoxe1851/Martyrologia%E2%80%94Records%20of%20Religious%20Persecution%2C%20Vol.%203%2C%20John%20Foxe%20(1851)_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1851
214,The Book of Martyrs: A History of the Persecution of the Protestants,John Foxe,https://archive.org/download/bwb_KS-198-956/bwb_KS-198-956_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1900
213,Some remarkable passages in the life of ... col. James Gardiner. With an appendix relating to ...,Philip Doddridge,https://archive.org/download/someremarkablep00doddgoog/someremarkablep00doddgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1748
212,Hymns Founded on Various Texts in the Holy Scriptures: By the Late Reverend P. Doddridge ...,Philip Doddridge,https://archive.org/download/hymnsfoundedonv01doddgoog/hymnsfoundedonv01doddgoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1766
211,"Practical Discourses on Regeneration, and on the Scripture Doctrine of Salvation by Faith",Philip Doddridge,https://archive.org/download/practicaldiscou02doddgoog/practicaldiscou02doddgoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1829
210,The Rise and Progress of Religion in the Soul: Illustrated in a Course of Serious and Practical ...,Philip Doddridge,https://archive.org/download/riseandprogress02doddgoog/riseandprogress02doddgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1831
209,The evidences of Christianity briefly stated,Philip Doddridge,https://archive.org/download/evidenceschrist00doddgoog/evidenceschrist00doddgoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1816
208,"Lectures on Preaching, and the Several Branches of the Ministerial Office ...",Philip Doddridge,https://archive.org/download/lecturesonpreac00doddgoog/lecturesonpreac00doddgoog_djvu.txt,Preaching & Teaching,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1833
207,Some remarkable passages in the life of the Honourable Colonel James ...,Philip Doddridge,https://archive.org/download/someremarkablep04doddgoog/someremarkablep04doddgoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1794
206,Sermons,T. De Witt Talmage,https://archive.org/download/sermons0000tdew_x7p5/sermons0000tdew_x7p5_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1885
205,500 selected sermons,T. de Witt Talmage,https://archive.org/download/500selectedsermo0019talm/500selectedsermo0019talm_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1900
204,Selected Sermons,T. De Witt Talmage,https://archive.org/download/selectedsermons0014tdew/selectedsermons0014tdew_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1900
203,Old Wells Dug Out: Being a Third Series of Sermons,T. DE Witt Talmage,https://archive.org/download/oldwellsdugoutbe0000tdew/oldwellsdugoutbe0000tdew_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1876
202,THE ETHIC OF JESUS,JAMES STALKER,https://archive.org/download/bwb_C0-AVA-364/bwb_C0-AVA-364_djvu.txt,Christian Living,Bible Study Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
201,Light from beyond to cheer the pilgrim,John Cunningham Geikie,https://archive.org/download/lightfrombeyond00geikgoog/lightfrombeyond00geikgoog_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1872
200,Hours with the bible,Cunningham Geikie,https://archive.org/download/hourswithbible0001cunn/hourswithbible0001cunn_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1886
199,The Life and Words of Christ (two volumes in one),Cunningham Geikie,https://archive.org/download/lifewordsofchris0000cunn_p0x8/lifewordsofchris0000cunn_p0x8_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1903
198,The Life and Words of Christ,Cunningham Geikie,https://archive.org/download/lifewordsofchris0000cunn_f1u2/lifewordsofchris0000cunn_f1u2_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1877
197,The holy land and the bible,Cunningham Geikie,https://archive.org/download/holylandbible0001cunn_o5t7/holylandbible0001cunn_o5t7_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1903
196,The Apostles Their Lives and Letters,Cunningham Geikie,https://archive.org/download/apostlestheirliv0002cunn/apostlestheirliv0002cunn_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1912
195,old testament characters,cunningham geikie,https://archive.org/download/oldtestamentchar0000cunn_n5z7/oldtestamentchar0000cunn_n5z7_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1897
194,The English Reformation,Cunningham Geikie,https://archive.org/download/englishreformati0000cunn/englishreformati0000cunn_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1879
193,Old Testament Characters,John Cunningham Geikie,https://archive.org/download/oldtestamentchar0000john/oldtestamentchar0000john_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1896
192,New Testament Hours,Cunningham Geikie,https://archive.org/download/newtestamenthour0004cunn_f4g3/newtestamenthour0004cunn_f4g3_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1894
191,Grace: The Glorious Theme,Lewis Sperry Chafer,https://archive.org/download/gracegloriousthe0000lewi_m7o4/gracegloriousthe0000lewi_m7o4_djvu.txt,Bible study helps,Chafer Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1922
190,Major Bible Themes,Lewis Sperry Chafer,https://archive.org/download/bwb_Y0-BWA-614/bwb_Y0-BWA-614_djvu.txt,Bible study helps,Chafer Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1926
