score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year,archive_identifier,source_group,downloads
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0009unse),Various,https://archive.org/download/preacherscomplet0009unse/preacherscomplet0009unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0009unse,Preacher Homiletical,166
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0031unse),Various,https://archive.org/download/preacherscomplet0031unse/preacherscomplet0031unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0031unse,Preacher Homiletical,161
120,"The Pulpit Commentary 36, St. Mark Vol. II (The Pulpit Commentary) (pulpitcommentary0002revh)","Rev. H. D. M. Spence, D.D., Rev. Joseph S. Exell, M.A.",https://archive.org/download/pulpitcommentary0002revh/pulpitcommentary0002revh_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0002revh,Pulpit Commentary,148
120,St John Volume Vol.II Biblical Illustrator,Joseph S. Exell,https://archive.org/download/stjohnvolumevoli0000jose/stjohnvolumevoli0000jose_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1911,stjohnvolumevoli0000jose,Biblical Illustrator,108
120,"The Preacher's Complete Homiletical Commentary on the Old Testament With Critical and Explanatory Notes, Indices: Chronicles, Ez (preacherscomplet0000jame)","James Wolfendale, William Jones, W. H. Booth, J. H. Goodman, S. Gregory",https://archive.org/download/preacherscomplet0000jame/preacherscomplet0000jame_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000jame,Preacher Homiletical,102
120,"The Pulpit Commentary, Isaiah, Volume I (pulpitcommentary0001edit)",Edited By the Very Rev. H.D.M. Spence & By the Rev,https://archive.org/download/pulpitcommentary0001edit/pulpitcommentary0001edit_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0001edit,Pulpit Commentary,90
120,AN INDEX TO THE PREACHER'S COMPLETE HOMILETICAL COMMENTARY ON THE NEW TESTAMENT,Various,https://archive.org/download/indextopreachers0000unse_o3x3/indextopreachers0000unse_o3x3_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1896,indextopreachers0000unse_o3x3,Preacher Homiletical,74
120,"The Pulpit Commentary 38, St. Luke Vol. II (The Pulpit Commentary) (pulpitcommentary0000revh_y2l7)","Rev. H. D. M. Spence, D.D., Rev. Joseph S. Exell, M.A.",https://archive.org/download/pulpitcommentary0000revh_y2l7/pulpitcommentary0000revh_y2l7_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0000revh_y2l7,Pulpit Commentary,71
120,The Pulpit Commentary: Ecclesiastes (pulpitcommentary0000jose),Joseph S. Exell H. D. M. Spence,https://archive.org/download/pulpitcommentary0000jose/pulpitcommentary0000jose_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0000jose,Pulpit Commentary,69
90,"Life and labors of Charles H. Spurgeon: the faithful preacher, the devoted pastor, the noble philanthropist, the beloved college president, and the voluminous writer, author, etc., etc.","Needham, Geo. C. (George Carter)",https://archive.org/download/lifelaborsofchar00inneed/lifelaborsofchar00inneed_djvu.txt,Prayer,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1884,lifelaborsofchar00inneed,Spurgeon,4065
90,"Spurgeon family; being an account of the descent and family of Charles Haddon Spurgeon, with notes on the family in general, particularly the Essex branch, from 1465 (5 Edward IV) to 1905 (4 Edward VII)","Higgs, William Miller",https://archive.org/download/spurgeonfamilybe00higg/spurgeonfamilybe00higg_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1906,spurgeonfamilybe00higg,Spurgeon,3860
90,"Life of Charles Haddon Spurgeon, the world's great preacher","Conwell, Russell Herman, 1843-1925",https://archive.org/download/lifeofcharleshad00conw/lifeofcharleshad00conw_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1892,lifeofcharleshad00conw,Spurgeon,2908
90,The life of Charles Haddon Spurgeon,"Ray, Charles",https://archive.org/download/lifeofcharleshad00rayciala/lifeofcharleshad00rayciala_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1903,lifeofcharleshad00rayciala,Spurgeon,2766
90,"Women who have worked and won : the life-story of Mrs. Spurgeon, Mrs. Booth-Tucker, F.R. Havergal, and Ramabai","Chappell, Jennie; Spurgeon, Susannah, d. 1903; Havergal, Frances Ridley, 1836-1879; Ramabai Sarasvati, Pundita, 1858-1922; Booth-Tucker, Emma Moss, 1860-1903",https://archive.org/download/womenwhohavework00chapuoft/womenwhohavework00chapuoft_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1900,womenwhohavework00chapuoft,Spurgeon,2042
