score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
143,GENERAL HISTORY OF THE BAPTIST DENOMINATION IN AMERICA AMD OTHER PARTS OF THE WORLD,DAVID BENEDICT,https://archive.org/download/generalhistoryof0000davi_j8a5/generalhistoryof0000davi_j8a5_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1813
142,The Reformation In Germany,Henry C. Vedder,https://archive.org/download/in.ernet.dli.2015.153530/2015.153530.The-Reformation-In-Germany_djvu.txt,Christian Living,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1914
141,The Baptists,Henry Clay Vedder,https://archive.org/download/baptists00veddgoog/baptists00veddgoog_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1903
140,"Church history handbooks, Volume 1",Henry Clay Vedder,https://archive.org/download/churchhistoryha04veddgoog/churchhistoryha04veddgoog_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
139,"A short history of Baptist missions,",Henry C Vedder,https://archive.org/download/shorthistoryofba0000henr_u5o2/shorthistoryofba0000henr_u5o2_djvu.txt,Missions,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
138,modern church history,henry c. vedder,https://archive.org/download/modernchurchhist0000henr/modernchurchhist0000henr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
137,The period of the reformation (Church history handbooks),Henry C Vedder,https://archive.org/download/periodofreformat0000henr/periodofreformat0000henr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
136,A History of the Baptists in the Middle States,Henry C. Vedder,https://archive.org/download/historyofbaptist0000henr/historyofbaptist0000henr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1898
135,The Period of the Reformation,Henry C. Vedder,https://archive.org/download/bwb_P9-BJQ-223/bwb_P9-BJQ-223_djvu.txt,Christian Living,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1906
134,Baptists and Liberty of Consience,Henry C. Vedder,https://archive.org/download/baptistslibertyo0000henr/baptistslibertyo0000henr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1884
133,The Fundamentals Of Christianity,Henry C. Vedder,https://archive.org/download/bwb_C0-ASP-797/bwb_C0-ASP-797_djvu.txt,Bible study helps,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1922
132,A Short History Of The Baptists,Henry C. Vedder,https://archive.org/download/bwb_S0-ELI-584/bwb_S0-ELI-584_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1907
131,The fundamentals of christianity: A study of the teaching of jesus and paul,Henry C. Vedder,https://archive.org/download/fundamentalsofch0000henr/fundamentalsofch0000henr_djvu.txt,Bible study helps,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1922
130,baptist history vindicated,john t. christian,https://archive.org/download/baptisthistoryvi0000john/baptisthistoryvi0000john_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1899
129,A History of the Baptists of the United States,John T. Christian,https://archive.org/download/historyofbaptist0000john_w6b6/historyofbaptist0000john_w6b6_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1926
128,The form of baptism in sculpture and art,John T. Christian,https://archive.org/download/formofbaptismins0000john/formofbaptismins0000john_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1907
127,"Immersion, the act of christian baptism",John T. Christian,https://archive.org/download/immersionactofch0000john_i5u0/immersionactofch0000john_i5u0_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1891
126,The Utter Extinction of Slavery an Object of Scripture Prophecy: A Lecture the Substance of ...,Joseph Ivimey,https://archive.org/download/utterextinction00ivimgoog/utterextinction00ivimgoog_djvu.txt,Bible study helps,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1832
125,"Letters on the Serampore controversy, addressed to the rev. Christopher Anderson",Joseph Ivimey,https://archive.org/download/lettersonseramp00ivimgoog/lettersonseramp00ivimgoog_djvu.txt,Bible study helps,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1831
124,the life of trust,george muller,https://archive.org/download/lifeoftrust0000geor/lifeoftrust0000geor_djvu.txt,Missions,Prayer and Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1873
123,A RETROSPECT hudson Taylor's Story of His Early Life and the Forming of the China Inland Mission,J. HUDSON TAYLOR,https://archive.org/download/bwb_O6-AZZ-726/bwb_O6-AZZ-726_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1900
122,"Life and explorations of David Livingstone : the great missionary explorer in the interior of Africa ; comprising all his extensive travels and discoveries as detailed in his diary, reports and letters, and including his famous last journals ; together with the explorations of Barth, Baker, Speke, Du Craillu, and others, and a full account of the Herald-Stanley expedition",David Livingstone,https://archive.org/download/lifeexplorations00davi/lifeexplorations00davi_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1874
121,The Last Journals of David Livingstone in Central Africa from 1865 to His Death: Continued by a ...,David Livingstone,https://archive.org/download/lastjournalsdav00livigoog/lastjournalsdav00livigoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1874
120,The Last journals of David Livingstone v.2,David Livingstone,https://archive.org/download/lastjournalsdav01livigoog/lastjournalsdav01livigoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1874
119,Missionary Travels and Researches In South Africa,David Livingstone,https://archive.org/download/missionarytrave01livigoog/missionarytrave01livigoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1858
118,Missionary labours and scenes in southern Africa,Robert Moffat,https://archive.org/download/missionarylabou04moffgoog/missionarylabou04moffgoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1900
117,Influence of Animism on Islam: An Account of Popular Superstitions,Samuel M Zwemer,https://archive.org/download/influenceanimis01zwemgoog/influenceanimis01zwemgoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1920
116,Across The World Of Islam,Samuel M Zwemer,https://archive.org/download/in.ernet.dli.2015.215975/2015.215975.Across-The_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1913
115,The Moslim Doctrine,Samuel M Zwemer,https://archive.org/download/in.ernet.dli.2015.261959/2015.261959.The-Moslim_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1905
114,Islam,Samuel M. Zwemer,https://archive.org/download/in.ernet.dli.2015.260674/2015.260674.Islam_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1907
113,Islam A Challenge To Faith,Samuel M. Zwemer,https://archive.org/download/in.ernet.dli.2015.268230/2015.268230.Islam-A_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
112,Raymond Lull: First Missionary to the Moslems,Samuel Marinus Zwemer,https://archive.org/download/raymondlullfirs00zwemgoog/raymondlullfirs00zwemgoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1902
111,The Disintegration of Islam,Samuel Marinus Zwemer,https://archive.org/download/disintegrationi00zwemgoog/disintegrationi00zwemgoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1916
110,The Influence Of Animism On Islam,Samuel M. Zwemer,https://archive.org/download/in.ernet.dli.2015.219454/2015.219454.The-Influence_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1920
109,"Islam, a Challenge to Faith: Studies on the Mohammedan Religion and the ...",Samuel Marinus Zwemer,https://archive.org/download/islamachallenge01zwemgoog/islamachallenge01zwemgoog_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1907
108,Islam A Challenge To Faith Samuel,Samuel M Zwemer,https://archive.org/download/in.ernet.dli.2015.217674/2015.217674.Islam-A_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1907
107,"Keys to the Word: or, Help to Bible Study",A. T. Pierson,https://archive.org/download/bwb_S0-ATB-686/bwb_S0-ATB-686_djvu.txt,Missions,Missions and Preaching,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1887
106,The Coronation Hymnal A Selection of Hymns and Songs,A. J. Gordon,https://archive.org/download/coronationhymnal0000ajgo/coronationhymnal0000ajgo_djvu.txt,Christian Living,Baptist Preaching Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1894
105,How Christ came to church : The pastor's dream: a spiritual autobiography,A. J Gordon,https://archive.org/download/bwb_06-ddb-866/bwb_06-ddb-866_djvu.txt,Bible study helps,Baptist Preaching Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1895
104,How Christ Came to Church,A. J. Gordon,https://archive.org/download/howchristcametoc0000ajgo/howchristcametoc0000ajgo_djvu.txt,Bible study helps,Baptist Preaching Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1897
103,"In Christ; or, the Believer's Union with His Lord",A. J. Gordon,https://archive.org/download/inchristorbeliev0000ajgo/inchristorbeliev0000ajgo_djvu.txt,Bible study helps,Baptist Preaching Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1882
102,And Judas Iscariot with Other Evangelistic Sermons,J. Wilbur Chapman,https://archive.org/download/andjudasiscario00chapgoog/andjudasiscario00chapgoog_djvu.txt,Preaching & Teaching,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1906
101,Bird's-Eye Bible Study,J. Wilbur Chapman,https://archive.org/download/birdseyebiblestu0000jwil/birdseyebiblestu0000jwil_djvu.txt,Bible study helps,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1911
100,present-day evangelism,j. wilbur chapman,https://archive.org/download/presentdayevange0000jwil/presentdayevange0000jwil_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1903
99,WINONA HYMNS,J. WILBUR CHAPMAN,https://archive.org/download/bwb_T3-BLB-972/bwb_T3-BLB-972_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1906
98,awakening sermons,j. wilbur chapman,https://archive.org/download/awakeningsermons0000unse/awakeningsermons0000unse_djvu.txt,Preaching & Teaching,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1928
97,The Pastor His Own Evangelist,J. Wilbur Chapman and Charles L. Goodell,https://archive.org/download/pastorhisownevan0000jwil_k5l6/pastorhisownevan0000jwil_k5l6_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1910
96,Humanity and God,Samuel Chadwick,https://archive.org/download/humanitygod0000samu/humanitygod0000samu_djvu.txt,Christian Living,Prayer and Revival,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1904
95,forty years an evangelist,gipsy smith,https://archive.org/download/fortyyearsevange0000gips_m7z1/fortyyearsevange0000gips_m7z1_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1923
94,Real Religion,Gipsy Smith,https://archive.org/download/realreligion0000gips/realreligion0000gips_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1922
93,As Jesus Passed By and Other Addresses,Gipsy Smith,https://archive.org/download/asjesuspassedbyo0000gips/asjesuspassedbyo0000gips_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1905
92,wonderful jesus and other songs,gipsy smith and e. edwin young,https://archive.org/download/wonderfuljesusot0000gips/wonderfuljesusot0000gips_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
91,Evangelistic Talks,Gipsy Smith,https://archive.org/download/evangelistictalk0000gips/evangelistictalk0000gips_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1922
90,Wonderful Jesus and Other Songs,Gipsy Smith,https://archive.org/download/bwb_S0-BQG-173/bwb_S0-BQG-173_djvu.txt,Christian Living,Evangelism,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
89,"Light and Truth: Or, Bible Thoughts and Themes",Horatius Bonar,https://archive.org/download/lightandtruthor02bonagoog/lightandtruthor02bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1881
88,"Light and Truth: Or, Bible Thoughts and Themes. The Lesser Epistles",Horatius Bonar,https://archive.org/download/lightandtruthor01bonagoog/lightandtruthor01bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1883
87,"The everlasting righteousness; or, How shall man be just with God?.",Horatius Bonar,https://archive.org/download/everlastingrigh00bonagoog/everlastingrigh00bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1873
86,Prophetical Landmarks: Containing Data for Helping to Determine the Question of Christ's Pre ...,Horatius Bonar,https://archive.org/download/propheticalland00bonagoog/propheticalland00bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1847
85,"The Night of Weeping, Or Words for the Suffering Family of God by Horatius Bonar",Horatius Bonar,https://archive.org/download/bub_gb_HpGboGlB8T0C/bub_gb_HpGboGlB8T0C_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1849
84,"Days and nights in the East; or, Illustrations of Bible scenes",Horatius Bonar,https://archive.org/download/daysandnightsin00bonagoog/daysandnightsin00bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1866
83,Hymns,Horatius Bonar,https://archive.org/download/hymns00unkngoog/hymns00unkngoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1904
82,The Bible Hymn-book,Horatius Bonar,https://archive.org/download/biblehymnbook00bonagoog/biblehymnbook00bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1853
81,God's Way of Peace: A Book for the Anxious,Horatius Bonar,https://archive.org/download/godswaypeaceabo01bonagoog/godswaypeaceabo01bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1878
80,Hymns of faith and hope,Horatius Bonar,https://archive.org/download/hymnsfaithandho08bonagoog/hymnsfaithandho08bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1857
79,"""Until the Day Break"": And Other Hymns and Poems Left Behind",Horatius Bonar,https://archive.org/download/untildaybreakan00bonagoog/untildaybreakan00bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1890
78,Communion hymns,Horatius Bonar,https://archive.org/download/communionhymns00bonagoog/communionhymns00bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1881
77,Hymns of Faith and Hope. [First Series],Horatius Bonar,https://archive.org/download/hymnsfaithandho05bonagoog/hymnsfaithandho05bonagoog_djvu.txt,Bible study helps,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1866
76,The Song of the New Creation: And Other Pieces,Horatius Bonar,https://archive.org/download/songnewcreation00bonagoog/songnewcreation00bonagoog_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1872
75,"Memoir and remains of the Rev. Robert Murray McCheyne, minister of St. Peter's Church, Dundee 1844 [Leather Bound]",Andrew A. Bonar,https://archive.org/download/memoirremainsofr0000unse_y1v2/memoirremainsofr0000unse_y1v2_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1844
74,Letters of Samuel Rutherford,Andrew A. Bonar,https://archive.org/download/lettersofsamuelr0000andr/lettersofsamuelr0000andr_djvu.txt,Christian Living,Devotional Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1891
73,An Authentic Narrative of Some Remarkable and Interesting Particulars in the Life of ...,John Newton,https://archive.org/download/anauthenticnarr00newtgoog/anauthenticnarr00newtgoog_djvu.txt,Christian Living,Hymns and Christian Living,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1765
72,the life and times of jesus the messiah,alfred edersheim,https://archive.org/download/lifetimesofjesus0001alfr/lifetimesofjesus0001alfr_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1906
71,Jesus The Messiah being An Abridged Edition of The Life and Times of Jesus The Messiah,Alfred Edersheim,https://archive.org/download/jesusmessiahbein0000alfr/jesusmessiahbein0000alfr_djvu.txt,Christian Living,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1919
70,The Temple: Its Ministry and Services As They Were at the Time of Jesus Christ,Alfred Edersheim,https://archive.org/download/templeitsministr0000alfr_u4u8/templeitsministr0000alfr_u4u8_djvu.txt,Bible study helps,Bible Background,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1876
69,Foxe's Book of Martyrs,John Foxe,https://archive.org/download/ActsAndMonumentsJohnFoxe/Acts%20and%20Monuments%2C%20John%20Foxe_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1563
68,Narrative of the Days of the Reformation: Chiefly from the Manuscripts of John Foxe the ...,John Foxe,https://archive.org/download/narrativedaysre00foxegoog/narrativedaysre00foxegoog_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1859
67,FOXES Book Of Martyrs ~ 704.pages ~ English Language ~ Authomatic Scrolling,John Foxe,https://archive.org/download/FOXESBookOfMartyrsEnglishLanguageAuthomaticScrolling704.pages/FOXES%20Book%20Of%20Martyrs%20~%20English%20Language%20~%20Authomatic%20Scrolling%20~%20704.pages_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1563
66,Foxe's book of martyrs. With notes by rev. J. Milner. With an essay on ...,John Foxe,https://archive.org/download/foxesbookmartyr00unkngoog/foxesbookmartyr00unkngoog_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1848
65,The Book Of Martyrs,John Foxe,https://archive.org/download/in.ernet.dli.2015.219557/2015.219557.The-Book_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1883
64,Fox's Book Of Martyrs,John Foxe,https://archive.org/download/FoxsBookOfMartyrs/Fox's%20Book%20of%20Martyrs_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1563
63,Martyrs omitted by Foxe: records of religious persecutions in the 16th and 17th centuries ...,John Foxe,https://archive.org/download/martyrsomittedb00foxegoog/martyrsomittedb00foxegoog_djvu.txt,Christian Living,Church History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1870
